,Title,Content_,Date,QA1,QA2,QA3
10,                 افتتاح فاز بعدی بزرگراه تهران-شمال: بهار آینده             ,وی گفت: محله سهرابیه در استان البرز نیز بعنوان محله محروم مورد توجه ویژه برای ساماندهی قرار گرفته و سایر محله ها را نیز برای محرومیت زدایی مد نظر داریم.,۰۳-۰۶-۱۴۰۱,"سوال: محله سهرابیه در چه استانی قرار دارد؟
پاسخ: محله سهرابیه در استان البرز قرار دارد.","سوال: آیا محله سهرابیه به عنوان یک محله محروم در نظر گرفته شده است؟
پاسخ: بله، محله سهرابیه به عنوان یک محله محروم مورد توجه قرار گرفته است.","سوال: آیا برای ساماندهی سایر محله ها نیز تلاش صورت می‌گیرد؟
پاسخ: بله، برای محرومیت زدایی، ساماندهی سایر محله ها نیز مد نظر قرار می‌گیرد."
11,"                 فرمانده سپاه گیلان:
تشکیل حکومت اسلامی از اهداف نظام است / ما انقلاب کردیم تا زمینه ساز ظهور باشیم             ",وی با اشاره به فرمایش امام‌ راحل(ره) یکی از وظایف مسئولان جمهوری اسلامی را تلاش برای تشکیل حکومت جهانی حضرت حجت دانست و اضافه کرد: در ادارات باید وضعیت حجاب اصلاح شود که در راه انجام این مهم بسیح ادارات و پایگاه‌ها نقش بسیار مهم و تاثیرگذاری دارند.,۰۳-۰۶-۱۴۰۱,"سوال: چه وظایفی را امام راحل برای مسئولان جمهوری اسلامی تعیین کرده است؟
پاسخ: امام راحل وظیفه تلاش برای تشکیل حکومت جهانی حضرت حجت را برای مسئولان جمهوری اسلامی تعیین کرده است.","سوال: امام راحل چه فشاری بر ادارات و پایگاه‌ها برای اصلاح وضعیت حجاب می‌گذارد؟
پاسخ: امام راحل فشاری بر ادارات و پایگاه‌ها برای اصلاح وضعیت حجاب قرار می‌دهد و از تاثیرگذاری آن‌ها در انجام این مهم یاد می‌کند.","سوال: چه نقشی ادارات و پایگاه‌ها در اصلاح وضعیت حجاب دارند؟
پاسخ: ادارات و پایگاه‌ها نقش بسیار مهم و تاثیرگذاری در اصلاح وضعیت حجاب دارند، بنابراین امام راحل آن‌ها را برای انجام این مسئله بسیار حائز اهمیت می‌دانند."
12,                 اختلافات ملکی و خانوادگی و قتل ۶ نفر             ,منصوری گفت: قاتل در تحقیقات پلیس به بزه ارتکابی اعتراف و علت درگیری را اختلافات ملکی و خانوادگی عنوان کرد. ,۰۳-۰۶-۱۴۰۱,"سوال: چه چیزی را قاتل در تحقیقات پلیس اعتراف کرد؟
پاسخ: قاتل در تحقیقات پلیس به بزه ارتکابی اعتراف کرد.","سوال: قاتل علت درگیری را چگونه عنوان کرد؟
پاسخ: قاتل علت درگیری را اختلافات ملکی و خانوادگی عنوان کرد.","سوال: متن اشاره دارد که این برخورد در چه موقعیتی رخ داده است؟
پاسخ: متن به این موضوع اشاره نمی‌کند."
13,                 وضعیت ممنوع الکاری سحر قریشی از زبان یک تهیه کننده             ,وی در پایان بیان کرد: هنوز بیلبورد و اینها اماده نشده که بخواهم بگویم مشکلی داشتیم یا خیر ولی جز برخورد مهربانانه از وزارت ارشاد چیزی ندیدیم.,۰۳-۰۶-۱۴۰۱,"سوال: از چه وزارتی ایشان برخورد مهربانانه را داشتند؟
پاسخ: ایشان برخورد مهربانانه از وزارت ارشاد داشتند.","سوال: آیا بیلبورد و سایر تابلوها آماده شده‌اند؟
پاسخ: خیر، هنوز بیلبورد و سایر تابلوها آماده نشده‌اند.","سوال: آیا ایشان مشکلی با وزارت ارشاد داشتند؟
پاسخ: وی بیان کرد که مشکلی با وزارت ارشاد نداشتند ولی جز برخورد مهربانانه چیزی ندیدند."
14,"                 ناگفته‌های سعید روستایی درباره ""برادارن لیلا"" با مجله فرانسوی             ",تا آنجا که به فرهنگ آمریکایی مربوط می شود، من جایی در جهان را نمی شناسم که تأثیری نگرفته باشد. در طرف مقابل آنچه مهم است این است که ما شاهد تقابل بین خیر و شر هستیم، آیا آنچه که آنها تماشا می کنند واقعاً اتفاق می افتد، آیا صحنه سازی است؟ این یک لایت موتیف (الگوی تکرار شونده) است که در طول فیلم خواهیم دید، آیا واقعاً این پدر تمام پول خود را صرف خرید هدایایی برای این عروسی می کند؟ همینطور آیا این مراسم یک صحنه سازی پنهان نیست؟ بنابراین این واقعیت که آنها کشتی کج را تماشا می کنند به نوعی نماد همه اینها است.,۰۳-۰۶-۱۴۰۱,"سوال: آیا متن اشاره‌ای به تأثیر فرهنگ آمریکایی در جهان دارد؟
پاسخ: بله، در جمله اول متن اشاره شده است که فرهنگ آمریکایی در تمام جهان تأثیرگذار است.","سوال: آیا صحنه‌هایی که در فیلم مشاهده می‌شوند، واقعی هستند یا تنظیم شده‌اند؟
پاسخ: احتمالاً برخی صحنه‌ها تنظیم شده اند و در حقیقت اتفاق نیفتاده‌اند.","سوال: آیا خرید هدایایی برای عروسی توسط پدر عروس واقعی است یا صحنه سازی؟
پاسخ: نمی‌توانیم قطعیت داشته باشیم، اما احتمالاً این خرید نیز به عنوان یک صحنه سازی در نظر گرفته شده است."
15,                 آنگلا مرکل برنده جایزه صلح یونسکو شد             ,جایزه صلح «فلیکس هوفویت بوینی – یونسکو» در سال ۱۹۸۹ ایجاد شد و سالانه به افراد، نهادها و سازمان‌های خصوصی و دولتی که اقدامات قابل توجهی در راستای ایجاد صلح انجام می‌دهند، اهدا می‌شود. پیش از این نلسون ماندلا، فردریک دی کلارک و جیمی کارتر این جایزه را به خاطر اقداماتشان در زمینه آموزش دریافت کرده‌اند.,۰۳-۰۶-۱۴۰۱,"سوال: جایزه صلح «فلیکس هوفویت بوینی – یونسکو» به چه افراد و سازمان‌هایی اهدا می‌شود؟
پاسخ: جایزه صلح «فلیکس هوفویت بوینی – یونسکو» سالانه به افراد، نهادها و سازمان‌های خصوصی و دولتی که اقدامات قابل توجهی در راستای ایجاد صلح انجام می‌دهند، اهدا می‌شود.","سوال: چه اشخاصی در گذشته جایزه صلح «فلیکس هوفویت بوینی – یونسکو» را دریافت کرده‌اند؟
پاسخ: در گذشته، نلسون ماندلا، فردریک دی کلارک و جیمی کارتر این جایزه را به خاطر اقداماتشان در زمینه آموزش دریافت کرده‌اند.","سوال: جایزه صلح «فلیکس هوفویت بوینی – یونسکو» در چه سالی ایجاد شده است؟
پاسخ: جایزه صلح «فلیکس هوفویت بوینی – یونسکو» در سال ۱۹۸۹ ایجاد شده است."
16,                 بایدن ۱۰ هزار دلار از وام دانشجویی آمریکایی‌ها را می‌بخشد             ,از سوی دیگر، برای عده‌ای، این واقعیت که تا آخر عمر مجبور به بازپرداخت وام‌های سنگین باشند، تحصیل در دانشگاه را به یک آرزوی دور از دسترس تبدیل کرده است.,۰۳-۰۶-۱۴۰۱,"سوال: چه تأثیری دارد که برخی افراد برای بازپرداخت وام‌های سنگین تا آخر عمر مجبور به کار کنند؟
پاسخ: داشتن تعهدات مالی سنگین می‌تواند تأثیر عمده‌ای بر زندگی افراد داشته باشد، به ویژه اگر آنها را مجبور به کار کردن تا آخر عمر کند. این موضوع می‌تواند منجر به عواقبی مانند کاهش کیفیت زندگی، تحت فشار قرار گرفتن روحی و روانی، و ناتوانی در دستیابی به آرزوها و رویاها شود.","سوال: چرا تحصیل در دانشگاه برای برخی افراد آرزوی دور از دسترس است؟
پاسخ: تحصیل در دانشگاه ممکن است برای برخی افراد آرزوی دور از دسترس باشد، بخصوص اگر آنها تحت تأثیر تعهدات مالی سنگین قرار دارند. با اینکه تحصیل در دانشگاه معمولاً پرداخت هزینه‌ای نیازمند میکند، اما برخی افراد به دلیل بار تحملی که باید در آینده بر دوش بگیرند و همچنین عدم قطعیت در امور مالی، نمی‌توانند این آرزو را برآورده کنند.","سوال: چه تأثیری دارد که برخی افراد نتوانند به تحصیل در دانشگاه بپردازند؟
پاسخ: ناتوانی در دستیابی به تحصیل در دانشگاه می‌تواند تأثیر بزرگی بر آینده و شغل افراد داشته باشد. عدم داشتن مدرک تحصیلی بالا معمولاً می‌تواند منجر به کاهش فرصت‌های شغلی، درآمد محدودتر، و برخورداری از شغل‌های کمتر آرمانی شود. همچنین، این مسئله می‌تواند منجر به احساس ناامیدی و کاهش اعتماد به نفس فرد شود."
17,                 ابراهیم تاتلیسس تصادف کرد (+عکس)             ,تاتلیسس به بیمارستانی در بودروم منتقل شد، انتظار می‌رود مسئولان این بیمارستان به‌زودی اطلاعاتی درباره وضعیت سلامتی وی اعلام کنند.,۰۳-۰۶-۱۴۰۱,"سوال: تاتلیسس به کدام بیمارستان منتقل شده است؟
پاسخ: تاتلیسس به بیمارستانی در بودروم منتقل شده است.","سوال: می‌توان انتظار داشت که مسئولان بیمارستان اطلاعاتی درباره وضعیت سلامتی تاتلیسس اعلام کنند؟
پاسخ: بله، می‌توان انتظار داشت که مسئولان بیمارستان اطلاعاتی درباره وضعیت سلامتی تاتلیسس اعلام کنند.","سوال: در کجا مسئولان بیمارستان قرار است اطلاعات وضعیت سلامتی تاتلیسس را اعلام کنند؟
پاسخ: مسئولان بیمارستان بودروم قرار است اطلاعات وضعیت سلامتی تاتلیسس را اعلام کنند."
18,                 امکان استفاده از قطار برای سفر کربلا             ,صالحی در پاسخ به اینکه چرا تا کنون امکان خرید بلیت‌های قطار در شهریورماه فراهم نشده، پاسخ داد: با توجه به اینکه در این مدت اقدامات اربعین را در دستور کار داشتیم، نگاه بر این بوده که بتوانیم اربعین را به‌شکل باشکوه و با قیمت ارزان‌تر برای زائران برقرار کنیم، که این موضوع کل شبکه را درگیر می‌کرد، با توجه به تمهیداتی که انجام شده، پیش‌فروش کلیه مسیرها از جمله مسیر اهواز و خرمشهر برای همه مسافران و از اقصی‌نقاط کشور، در روز شنبه انجام می‌شود برای روزهای باقی‌مانده تابستان تا دهم مهرماه.,۰۳-۰۶-۱۴۰۱,"سوال: چرا تا کنون امکان خرید بلیت‌های قطار در شهریورماه فراهم نشده؟
پاسخ: با توجه به اینکه در این مدت اقدامات اربعین را در دستور کار داشتیم، نگاه بر این بوده که بتوانیم اربعین را به‌شکل باشکوه و با قیمت ارزان‌تر برای زائران برقرار کنیم، که این موضوع کل شبکه را درگیر می‌کرد، با توجه به تمهیداتی که انجام شده، پیش‌فروش کلیه مسیرها از جمله مسیر اهواز و خرمشهر برای همه مسافران و از اقصی‌نقاط کشور، در روز شنبه انجام می‌شود برای روزهای باقی‌مانده تابستان تا دهم مهرماه.","سوال: چرا اقدامات اربعین باعث تاخیر در امکان خرید بلیت قطار شده است؟
پاسخ: اقدامات اربعین به منظور برگزاری آن به شکل باشکوه و با قیمت ارزان‌تر برای زائران صورت گرفت. این موضوع به حدی که کل شبکه را درگیر کرده است و به تاخیر در امکان خرید بلیت قطار منجر شده است. ","سوال: چه زمانی می‌توانیم بلیت‌های قطار را در روزهای تابستان تا دهم مهرماه خریداری کنیم؟
پاسخ: پیش‌فروش کلیه مسیرها، از جمله مسیر اهواز و خرمشهر، برای همه مسافران و از اقصی‌نقاط کشور، در روز شنبه انجام می‌شود برای روزهای باقی‌مانده تابستان تا دهم مهرماه. از این تاریخ به بعد می‌توانید بلیت‌های قطار را خریداری کنید."
19,                 علم الهدی: می گویند رییس جمهور قبلی را نقد می کردید اما از رییس جمهور فعلی به خاطرخویشاوندی انتقاد نمی کنید / من جایی انتقاد می کردم که رئیس جمهور با رهبری زاویه پیدا می کرد /  الان مخالفت ها فقط محدود به ضد انقلاب و ضد دولتی ها نیست             ,وی گفت: این دولت دشمنان سرسخت خارجی و داخلی دارد، اگر این دولت موفق شود، نفوذ استکبار در کشور به کلی از بین خواهد رفت و عدم موفقیت دولت موجب پیشروی استکبار خواهد شد، لذا در همه عرصه های اجرایی و تبلیغی و با استفاده از عوامل نفوذی علیه دولت به میدان آمده اند تا این دولت ولایی موفق نشود.,۰۳-۰۶-۱۴۰۱,"سوال: چه دو دشمنی در این دولت هست؟
پاسخ: دشمنان سرسخت خارجی و داخلی.","سوال: برای دولت چه اتفاقی خواهد افتاد اگر موفق شود؟
پاسخ: نفوذ استکبار در کشور به کلی از بین خواهد رفت.","سوال: چه اتفاقی خواهد افتاد اگر دولت نموفق شود؟
پاسخ: پیشروی استکبار خواهد شد."
20,                 مجله بخوانیم/ تجربه؛ زودتر از دیگران به یاد «سایه»             ,   مجله بخوانیم؛ ولو تجربه 75 هزار تومان شده باشد که هنوز از پیتزا ارزان‌تر است و یک ماه را می‌توان با چنین مجله‌ای سر کرد. هر روز 2500 تومان. گزینۀ بهتری سراغ دارید؟!,۰۳-۰۶-۱۴۰۱,"سوال: آیا مجله با توجه به قیمت آن بهترین گزینه برای سپری کردن یک ماه است؟
پاسخ: از نظر اقتصادی، مجله با توجه به هزینه روزانه 2500 تومان ، ارزانتر است و می‌توان با آن یک ماه را سر کرد.","سوال: آیا این مجله از نظر محتوا و کیفیت مناسب است؟ 
پاسخ: متأسفانه متن اصلی مشخص نمی‌کند که مجله مورد نظر از نظر محتوا و کیفیت چگونه است. بنابراین نمی‌توانیم نظری در این خصوص بیان کنیم.","سوال: آیا می‌توان گزینه‌ای بهتر از مجله پیدا کرد؟
پاسخ: برای پیدا کردن گزینه‌های بهتر، بهتر است بررسی کنید که نیازها و علایق شما چیستند. اگر دنبال خرید و خواندن مجلات با محتوای تخصصی هستید، ممکن است گزینه‌های بهتری وجود داشته باشد. همچنین، اگر فقط به قیمت اهمیت می‌دهید، ممکن است انتخاب‌های ارزان‌تری نیز وجود داشته باشد."
21,                 آقای حسین شریعتمداری را سرپرست تیم مذاکره‌ات هسته ای کنید!             ,حالا از آن جایی که تا امروز هیچ تیم مذاکره کننده ای نتوانسته رضایت خاطر جناب شریعتمداری را برآورده کند و از طرفی ما هم به حمدالله عجله و گویا نیازی برای حصول توافق نداریم پیشنهاد می شود این بار ایشان عازم وین شوند و 15- 16 ماه هم ایشان مذاکره کنند چه اشکالی دارد تا ببینیم چگونه طرف مقابل را راضی به لغو همه تحریم ها حتی تحریم های غیر هسته ای خواهند کرد، اگرچه که به نظرم ایشان چندان علاقه و اعتقادی به دیپلماسی ندارند!,۰۳-۰۶-۱۴۰۱,"سوال: چه پیشنهادی در مورد راه حل برای رضایت خاطر جناب شریعتمداری مطرح شده است؟
پاسخ: پیشنهاد شده است که ایشان به وین بروند و به مدت 15-16 ماه مذاکره کنند.","سوال: طرف مقابل چه شرایطی باید برآورده کند تا تحریم‌ها لغو شود؟
پاسخ: طرح شده است که طرف مقابل باید راضی به لغو همه تحریم‌ها، حتی تحریم‌های غیر هسته‌ای شود.","سوال: چه نقشی در این مذاکره‌ها برای جناب شریعتمداری تصور می‌شود؟
پاسخ: به نظر می‌رسد جناب شریعتمداری علاقه و اعتماد زیادی به دیپلماسی نداشته باشد."
