Id,Title,Content_
4135,                 خونریزی چشم و نکاتی مهم درباره آن             ,بیماری های زمینه ای، مانند فشار خون بالا و دیابت، را به دقت زیر نظر داشته و درمان کنید زیرا می تواند به پیشگیری از خونریزی چشم کمک کند.
4136,                 تفاهم ایران و عربستان برای اعزام بیش از 87 هزار نفر به حج تمتع 99             ,وی با بیان اینکه از جمله مباحثی که به صورت مستمر بعد از فاجعه منا محور مذاکرات ما بوده و هست، پیگیری موضوع شهدای منا است‌،گفت‌: در مذاکرات پیگیری موضوع شهدای منا از طرف عربستانی انجام شد و همچنین پیگیری حقوق باقی‌مانده شهدا و مصدومان حادثه مسجدالحرام هم دنبال شد‌.
4137,                 مدارس اهواز فردا چهارشنبه تعطیل شد             ,به گزارش عصرایران؛ استانداری خوزستان اعلام کرد: به علت ادامه آبگرفتگي معابر مدارس و مهدهاي كودك شهرستان هاي اهواز و كارون فردا چهارشنبه ٢٧آذرماه در دو نوبت صبح و عصر تعطیل است.
4138,                 عراقچی: آماده مذاکره با آمریکا در هیچ سطحی نیستیم             ,او همچنین با اشاره به هدایت پروژه باز طراحی تاسیسات هسته‌ای اراک توسط چین، به عنوان نمونه‌ای از نقش سازنده چین، گفت که این نمونه می‌تواند تا مسائل دیگری در خاورمیانه نیز گسترش یابد و با توجه به این که بخش اعظم انرژی مورد نیاز چین توسط کشورهای منطقه تامین می‌شود، چین ارتباط و دغدغه‌های مستقیمی در منطقه دارد و هرگونه مشارکت سازنده‌ای مورد استقبال ایران قرار می‌گیرد.
4139,                 تلف شدن 184 گوسفند بر اثر رانش زمین و سیل در فارس             ,شهرستان جهرم در فاصله ۱۹۳ کیلومتری جنوب شرق شیراز قرار دارد.
4140,                 معاون وزیر بهداشت: علت فوت 4 بیمار در بیمارستان اهواز بر اثر قطعی برق و نارسایی اکسیژن قطعی نیست             ,شهرستان جهرم در فاصله ۱۹۳ کیلومتری جنوب شرق شیراز قرار دارد.
4141,                 عیسی کلانتری: بوی نامطبوع تهران از زباله و گوگرد است             ,وی با اشاره به اهمیت پژوهش گفت: اگر قرار باشد ریسک تصمیمات را کم کنیم باید حتما از پژوهش کمک بگیریم، مهم این است که در ساختار توسعه پایدار، ما جریان ساز پژوهش باشیم.
4142,                 دستگیری 2 نفر از عوامل آتش سوزی فروشگاه های فردیس البرز             ,فرمانده انتظامی استان البرز در پایان خاطرنشان کرد: تلاش برای شناسایی و دستگیری سایر عوامل اغتشاشات اخیر ادامه دارد.
4143,                 4 جاده ارتباطی در استان بوشهر بسته است             ,رئیس پلیس راه استان بوشهر افزود: باتوجه به لغزنده بودن محورهای استان از رانندگان انتظار است با هدف کاهش احتمال خطر واژگونی با سرعت مطمئنه و حفظ فاصله طولی رانندگی کنند.
4144,                 همسر مرحوم حجازی: تاکنون دو بار سنگ قبر ناصر را تخریب کردند             ,شفیعی درباره وضعیت کنونی استقلال و مشکلات به وجود آمده برای آندره‌آ استراماچونی و نقش پیشکسوتان در چنین موضوعاتی گفت: به نظرم الان داشتن یک بزرگتر در تیم خیلی احساس می شود. نمی‌گویم حتما ناصر حجازی و منصور پورحیدری باید باشند بلکه همه پیشکسوتان استقلال بزرگ هستند و باید پادرمیانی کنند و این مسئله را حل کنند. از طرفی پول آقای استراماچونی خیلی زیاد نیست. اگر این پول را به من می دادند، می رفتم و با او هم قرارداد امضا می کردم. این مبلغ عددی نیست که درباره آن بحث کنند. این پولی بود که می توانستند در کیف بگذارند و به او بدهند.
4145,                 عبور کاروان‌های زیارتی از مرز شلمچه متوقف شد             ,ورود اتباع و گردشگران عراقی به جمهوری اسلامی‌ایران از پایانه چذابه در استان خوزستان از روز یکشنبه هفته جاری ممنوع شد.
4146,                 وزیر دفاع: اگر تعرضی به کشور صورت بگیرد با قاطعیت پاسخ می‌دهیم             ,وزیر دفاع و پشتیبانی نیروهای مسلح با تاکید بر اینکه مردم پشتوانه اصلی ما در امر دفاع از امنیت هستند، گفت: نیروی مسلح باید اولین نیاز مردم برای کار، مسائل اقتصادی و زندگی را انجام دهد.
4147,                 همگرایی جناح های سیاسی در طرح باشگاه تحریمی ها             ,پس از پورمختار ، هفت نفر از اعضای فراکسیون امید از جمله الیاس حضرتی و هاشم زائی و کواکبیان و ...  نقطه نظرات خود را اعلام کردند.در پایان منوچهر متکی - وزیر پیشین امور خارجه -  دیگر ابعاد باشگاه تحریمی ها و نظرات مسئولین ارشد نظام را در این خصوص باشگاه تحریمی ها ارائه کرد.برخی تحلیلگران می گویند این رویکرد اصولگرایان در ابراز تمایل برای جلب نظر و همکاری اصلاح طلبان و تلاش برای ایجاد همگرایی جناح های مختلف در یک پروژه ملی و فراملی می تواند الگوی یک سیاستگذاری موفق در ایران باشد.
4148,                 استراماچونی: به دلیل قوانین اتحادیه اروپا نمی‌توانم چک باشگاه استقلال را نقد کنم             ,استراماچونی در پایان در پاسخ به این سوال که آیا همچنان حاضر است با حل مشکلات به ایران برگردد، تصریح کرد: بلی. دیروز با وکلایم راجع به اتفاقات رخ داده صحبت می‌کردیم. قرارداد آماده بود و ما آماده پرواز بودیم اما یک دفعه با بحث جدید چک بیرون آمدند که من انتظارش را نداشتم. متاسفانه انگار نمی‌دانند که در ایران بسیار سخت است که یک شخص حقیقی چنین پرداختی را قبول کند. دوباره باید بگویم که بحث مقدار پول نیست. ما اشخاص حرفه‌ای در بالاترین سطح هستیم و باید در چارچوب حرفه‌ای عمل کنیم. اگر راهی پیدا شود بیشترین تلاشمان را خواهیم کرد اما نمی‌توان به تنهایی این کار را انجام دهیم. من هنوز منتظرم.
4149,                 یک مجله انگلیسی: کوتاه قدی و سوء تغذیه و چاقی بر نسل های آینده تاثیر منفی خواهد گذاشت             ,دکتر برانکا تاکید کرد: درمان این بیماری ها نیازمند تلاش برای تغییر رژیم غذایی و بازنگری در همه سیاست ها و برنامه های غذایی و بهداشتی است
4150,                 دستگیری کلاهبردار 750 میلیون تومانی در تهران             ,رئیس پلیس فتای پایتخت با اشاره به اینکه فضای مجازی یک فضای خطرناک و بی ثبات برای افرادی که از سطح سواد رسانه ای کمتری برخوردارند است، تصریح کرد: کلاهبرداران با سوء استفاده از عدم آگاهی کاربران و جلب اعتماد آنان با استفاده از روش هایی مختلف در وهله اول اعتماد طرف مقابل را جلب و سپس کلاهبرداری می‌کنند. شهروندان معاملاتشان را در فضای حقیقی پس از انجام استعلام های لازم و احراز هویت افراد انجام دهند.
4151,                 دستگیری 2 نفر از عوامل مسمومیت الکلی در قشم             ,پس از آن دادستان عمومی و انقلاب قشم در گفتگو با تسنیم از دستگیری نخستین متهم این پرونده خبر داد و خواستار همکاری مردم با دستگاه قضایی و پلیس شد.
4152,                 گزینه احتمالی وزارت جهادکشاورزی (+عکس)             ,بیشتر بخوانید:
4153,                 بازداشت پرستار قلابی در پایتخت/ سرقت طلا، پول نقد و زعفران             ,این مقام پلیسی با بیان اینکه شناسایی سایر مال باختگان و کشف سایر جرائم احتمالی در دستور کار ماموران کلانتری خزانه قرار دارد، گفت: با تکمیل تحقیقات اولیه پلیسی، متهم برای گرفتن دستور قضائی روانه دادسرا شد.
4154,                 شرکت آب و فاضلاب خوزستان: آبگرفتگی خاصی وجود ندارد!             ,حقیقی پور در خصوص وضعیت آب شرب شهرها پس از بارندگی گفت: هیچ مورد قطعی آب شرب در هیچ کدام از شهرستان های استان نداشتیم و شرایط تامین آب شرب شهرستان های استان مطلوب است و مساله خاصی در این زمینه وجود ندارد.
4155,                 آیا سران کشورهای عربی را در تخت جمشید با «کامیون» جابجا کردند؟! (فیلم)             ,
4156,                 زیباکلام: فکر می‌کنند من دانشجویان را شتشوی مغزی می‌دهم/ دانشگاه باید مانند دوم خرداد باشد یا مانند دوران شاه پر از اعتراض؟             ,زیباکلام تاکید کرد: اگر در جامعه ما روزی این فضا بوجود بیاید و با موانع سیاسی و امنیتی روبرو نشوند کل این سوال که آیا دانشجویان باید در دانشگاه‌ها فعالیت سیاسی بکنند یا نه، بلاموضوع می‌‍شود.بنابراین از بد حادثه فعالیت سیاسی در دانشگاه در ایران مهم شده است و گرنه من معتقدم کار ویژه دانشگاه این است که حسابدار، شیمیست و فیزیکدان و پزشک متخصص تربیت کند نه اینکه برای انتخابات ، اعتراضات و این حرکت و آن حرکت بسیج شود.
4157,                 برخی مدارس استان کرمان فردا چهارشنبه تعطیل شد             ,سلاجقه گفت: در حال حاضر تصمیمی در خصوص تعطیلی مدارس در سایر مناطق استان کرمان اتخاذ نشده است و در صورت تصمیم گیری در این زمینه، این موضوع از رسانه های رسمی و روابط عمومی آموزش و پرورش استان کرمان اطلاع رسانی می شود.
4158,                 معاون وزیر راه: اقتصاد ایران شبیه به اقتصاد دهه 60 شده             ,عبدالهاشم حسن‌نیا تاکید کرد: این روزها هم وضعیت مشابه با دهه ۶۰ را دارد. دشمن مشترک هنوز هم دنبال تحت فشار گذاشتن ایران از طریق اعمال تحریم‌ها است از این رو اقتصاد امروز ایران شبیه به اقتصاد دهه ۶۰ در ایام جنگ شده است.
4159,                 سرپرست وزارت کشاورزی: ارز 4200 تومانی برداشته شود قیمت مرغ 30 هزار تومان می‌شود             ,کشاورز در پایان صحبت‌های خود، تصریح کرد: سیاست بنده در وزارت جهاد کشاورزی آن است که بیشتر از مدیران جوان و بانوان استفاده شود؛ شرایط در کشور نباید به صورتی باشد که افرادی مانند من با این سن و سال معاون وزیر یا سرپرست وزارتخانه شوند.
4160,                 مهدی تاج: برانکو از گزینه های سرمربیگری تیم ملی است             ,کشاورز در پایان صحبت‌های خود، تصریح کرد: سیاست بنده در وزارت جهاد کشاورزی آن است که بیشتر از مدیران جوان و بانوان استفاده شود؛ شرایط در کشور نباید به صورتی باشد که افرادی مانند من با این سن و سال معاون وزیر یا سرپرست وزارتخانه شوند.
4161,                 داستان مشکوک کیک‌های آلوده به بجنورد رسید             ,وی با اشاره به این که پلیس امنیت در حال پیگیری موضوع است، گفت: هنوز نوع قرص مشخص نشده و به محض مشخص شدن آن اطلاع رسانی خواهد شد.
4162,                 جریمه و زندان در انتظار مشاور سابق ترامپ             ,گیتس و «پال مانافورت» اولین مقام‌های ستاد انتخاباتی ترامپ هستند که مولر در جریان تحقیقات خود اتهاماتی را به آنها وارد کرد.گیتس و مانافورت به فرار مالیاتی و نقض قوانین لابیگری متهم شده بودند. گیتس این اتهامات را پذیرفته و مانافورت نیز در حال گذراندن دوره حبس ۷ ساله و نیمه خود است.
4163,                 3 کشته در تیراندازی در ایالت مونتانای آمریکا             ,صفحه فیس بوک مدرسه‌های این منطقه اعلام کرده اند که برخی مدارس روز سه شنبه به دلیل نزدیکی به محل این حادثه تعطیل اعلام شده اند.
4164,                 تعطیلی برخی مدارس در همدان، قم، کرمان، هرمزگان، کردستان و چهارمحال وبختیاری             ,بر اساس این اطلاعیه، همچنین تمامی مراکز اداری به استثناء مراکز امدادی و خدماتی در استان فردا با یک ساعت تاخیر آغاز به کار می کنند.
4165,                 عادل فردوسی پور، آغازگر دومینوی فروپاشی انحصار صداوسیما؟             ,
4166,                 سمت جدید برای علی فروغی             ,علی فروغی در حال حاضر مدیریت شبکه سوم سیما را برعهده دارد.
4167,                 یک تبعه و 3 شرکت اندونزیائی به نقض تحریم‌های ایران متهم شدند             ,به گزارش خبرگزاری مهر به نقل از وبگاه وزارت دادگستری آمریکا، وزارت دادگستری آمریکا امروز سه‌شنبه اعلام کرد که یک تبعه و ۳ شرکت اندونزیائی را به نقض تحریم‌ های ایران متهم کرده است.
4168,                 درگیری نیروهای امنیتی و معترضان در بغداد             ,گفتنی است که اعتراضات در عراق با وجود استعفای عادل عبدالمهدی ادامه دارد. اعتراضات عراق از اوایل اکتبر گذشته شروع شده است.
4169,                 مطهری: لاریجانی قول داده بود استیضاح رحمانی‌فضلی اعلام وصول شود             ,طراح استیضاح وزیر کشور اشاره کرد: متأسفانه این استیضاح امروز اعلام وصول نشد اما به ما قول دادند یکشنبه آینده آن‌ را اعلام وصول کنند و اگر این کار انجام نشود من شخصا تصمیم مقتضی را در این باره خواهم گرفت.
4170,                 آبفا اهواز: آبگرفتگی ظرف 48 تا 72 ساعت آینده رفع می‌شود             ,مریدی گفت: آب اکنون در برخی از مناطق فروکش کرده و خشک شده است اما برخی از مناطق نیز دچار آبگرفتگی هستند و در این زمینه تلاش خواهیم کرد تا آب ظرف مدت ۴۸ ساعت یا ۷۲ ساعت آینده کاملا از اهواز خارج شود.
4171,                 مقامات عالی امنیت ملی روسیه، افغانستان و هند به تهران آمدند             ,در نشست سال جاری کشورهای تاجیکستان و ازبکستان نیز که همسایه افغانستان هستند حضور دارند.
4172,                 بارش برف و باران در جاده های مواصلاتی مازندران             ,او افزود: مرکز کنترل ترافیک پلیس راه مازندران با شماره ۲۱۸۲۴۴۳۴ و ۲۱۸۲۴۴۲۰ با پیش شماره ۰۱۱ به طور شبانه روز آماده پاسخگویی در زمینه وضع راه‌های استان است.
4173,                 کشف کیک و کلوچه آلوده به قرص در گیلان             ,شهرستان تالش با ۲۰۰ هزار نفر جمعیت در بخش های مرکزی، اسالم، حویق و کرگانرود در ۱۱۰ کیلومتری غرب مرکز استان گیلان واقع شده است.
4174,                 مراسم جایزه ناصر حجازی با تقدیر از فردوسی‌پور و غفوری             ,شاهین بیانی نیز در حاشیه مراسم جایزه ناصرحجازی گفت: به نظر حضور استراماچونی در استقلال متنفی شده است چون این سناریویی که تا الان چیده شده، تکراری است. اگر استرماچونی در استقلال نباشد، این تیم روزهای خوبی نخواهد داشت اما اگر این مربی به تیم برگردد، استقلال شانس اول قهرمانی خواهد بود.
4175,                 تصویب بودجه نظامی 738 میلیارد دلاری آمریکا در سنا             ,اکنون این لایحه برای تبدیل شدن به قانون و ابلاغ به پنتاگون تنها نیازمند امضای دونالد ترامپ رئیس‌جمهور آمریکاست.
4176,                 سرپرست جدید استقلال مشخص شد             ,همدانی پیش از این در دو مقطع مختلف عضو کادرفنی استقلال بوده است.
4177,                 گرفتار شدن کولبرها در سقوط بهمن/ یک نفر کشته شد             ,وی افزود: هیچ اطلاع دقیقی در خصوص احتمال اینکه فراد دیگری نیز در سقوط بهمن گرفتار شده باشند در دسترس نیست ولی گفته می شود احتمال اینکه یک نفر دیگر در زیر برف باشد، وجود دارد.
4178,                 امیر غفور انتخابی المپیک را از دست داد             ,تیم برتر این مسابقات، سهمیه حضور در بازی‌های المپیک ۲۰۲۰ توکیو را به دست می‌آورد.
4179,                 ایران خودرو: 34 هزار خودروی گازسوز تا پایان سال تولید می کنیم             ,مقیمی خاطر نشان كرد: ‌‌خودروهای دوگانه‌سوز در ایران خودرو منطبق با استانداردهای روز جهانی تولید می‌شود و ‌هیچ گونه مشكلی از نظر تامین قطعات تولید خودروهای دوگانه سوز وجود ندارد.
4180,                 تعطیلی مدارس ابتدایی البرز فردا چهارشنبه             ,معاون هماهنگی امور عمرانی استانداری البرز گفت: تشدید اعمال قانون خودروهای آلاینده و محدودیت تردد خودروهای سنگین در دستور کار پلیس راهور استان قرار گیرد.
4181,                 معرفی رئیس جدید هیات مدیره پرسپولیس             ,رسول پناه در انتها تاکید کرد: آقای انصاری فرد سخت در تلاش هستند و ما هم می‌کوشیم که به عنوان یک هوادار و همچنین مسولیت خطیری که داریم بتوانیم در این مسیر به ایشان کمک کرده و گام‌هایی را برای رفع چالش‌ها برداریم.
4182,                 عربستان رتبه نخست دورریز غذا در جهان             ,بر اساس گزارش سازمان ملل قطحی در این کشور به بزرگ ترین فاجعه انسانی در جهان تبدیل شده است.
4183,                 انفجار بخاری نفتی و آتش سوزی در یک دبستان در لرستان             ,مدیر آموزش و پرورش پلدختر گفت: دبستان شهید منصوری روستای میدان بزرگ با ۱۴ دانش آموز در حال گاز کشی است و بخاری های تهیه شده توسط اداره نوسازی مدارس در این اداره موجود هستند تا پس از اتمام عملیات گاز کشی نصب شوند.
4184,                 پلیس: دستگیری یکی از عوامل تخریب مخابرات اصفهان             ,اسماعیلی با بیان اینکه شناسایی و دستگیری عوامل اصلی و پشت پرده اغتشاشات اخیر همچنان ادامه دارد عنوان کرد: نیروی انتظامی قاطعانه با هنجارشکنان و کسانی که با اقدامات شرارت‌آمیز خود نظم و آسایش مردم را به هم بریزند مقابله می‌کند و اجازه ناامنی به هیچ کس و هیچ گروهی را نخواهد داد.
4185,                 دولت ترامپ قطعنامه سنا درباره «نسل‌کشی ارامنه» را رد کرد             ,ترکیه همواره اتهام «نسل‌کشی» را رد کرده و گفته است که در فاجعه سال‌ های ۱۹۱۵ تا ۱۹۱۷، هم ترک‌ ها و هم ارمنی‌ ها قربانی جنایت واقع شده‌اند.
4186,                 8 زخمی براثر تصادف در جاده چالوس             ,وی گفت: مصدومین که 7 نفر آقا و یک نفر خانم بودند، ضمن دریافت خدمات درمانی پیش بیمارستانی به بیمارستان شهید مدنی کرج منتقل شدند.
4187,                 اسکان اضطراری 320 خانوار آسیب‌دیده در بارندگی خوزستان             ,خدادادی بیان کرد: ۴۰ تیم عملیات امداد و نجات فعال در اهواز، آبادان، کارون، هفتکل، رامهرمز و باوی کماکان در حال ارائه خدمات هستند.
4188,                 شکست نمایندگان آسیا در جام جهانی باشگاه‌ها             ,دیگر دیدار نیمه نهایی را لیورپول و مونتری برگزار خواهند کرد تا تیم پیروز در فینال به مصاف فلامنگو برود.
4189,                 ترامپ به پلوسی: استیضاح من غیرقانونی و جنگ علیه دموکراسی است             ,نامه ترامپ در شرایطی منتشر شده که مجلس نمایندگان آمریکا که اکثریتی دموکرات دارد قرار است فردا شب استیضاح ترامپ را به رأی بگذارد. در صورت رأی آوردن این لایحه، پرونده استیضاح به سنا، یعنی جایی که اکثریتی جمهوری‌خواه دارد، ارجاع می‌شود.
4190,                 ادامه تلاش های استقلال برای توافق با استراماچونی             ,در پایان این نشست، هیات مدیره این باشگاه به این نتیجه رسید که همچنان تلاش‌ها برای توافق با آندره‌آ استراماچونی و وکلایش و بازگشت این مربی به نیمکت آبی ها ادامه داشته باشد.
4191,                 آزادی گروگان 38 ساله در سیستان وبلوچستان             ,جانشین انتظامی استان سیستان و بلوچستان با اشاره به ادامه تحقیقات برای دستگیری آدم ربایانتصریح کرد: پلیس اجازه نخواهد داد که مجرمان و مخلان نظم و امنیت عمومی آسایش شهروندان را برهم زنند و درصورت بروز هرگونه اقدام غیرقانونی با هنجارشکنان برخورد قاطع می کند.
4192,                 عارف: حوادث آبان ماه روح و روان جامعه را آزرده است/ باید با صراحت درباره چگونگی جان باختن عده‌ای از هموطنانمان اطلاع رسانی شود             ,معتقدم حوادث آبان ماه روح و روان جامعه را به شدت آزرده است و باید هرچه سریعتر درباره وقایع صورت گرفته که متاسفانه عده‌ای از هموطنانمان جانشان را از دست دادند شفاف‌سازی صورت گیرد و حادثه آبان ماه استخوان لای زخم باقی نماند. نباید فرصت را از دست داد که بعدها افسوس برخی فرصت سوزی‌ها را بخوریم. باید ضمن دلجویی از خانواده جان‌باختگان به افکار عمومی با صراحت، شفافیت و شجاعت درباره چگونگی جان باختن عده‌ای از هموطنانمان اطلاع رسانی صورت گیرد.»
4193,                 عراقچی: تلاش می‌کنیم با کاستن از پایبندی به برجام، توازن را برقرار کنیم             ,وی افزود: «چین یک بازیگر بزرگ بین‌المللی است. ما معتقدیم که چین هم مانند روسیه می‌تواند در مسائل موجود در خاورمیانه و دیگر مناطق نقشی بسیار سازنده ایفا کند. ما از کار کردن با چین در زمینه برنامه هسته‌ای ایران تجربه بسیار خوبی داریم. چین بخشی از برجام بود و هنوز هم یکی از شرکت‌کنندگان مهم برجام است. ما قدردان موضع چین در حراست از این توافق و حفظ آن هستیم. بنابراین، چین پیش از این هم در برجام نقش خود را ایفا کرده، که همین در مسئله خاورمیانه بسیار مهم بوده است.
4194,                 تماس تلفنی پوتین و ماکرون             ,درگیری بین اوکراین و نیروهای تحت حمایت روسیه در منطقه دونباس منجر به کشته شدن بیش از ۱۳ هزار نفر از سال ۲۰۱۴ میلادی به این سو شده است. با وجود اعلام آتش‌بس در سال ۲۰۱۵، همچنان درگیری‌های کوچکی در این منطقه رخ می‌دهد.
4195,                 وضعیت اقتصادی یوونتوس قبل و بعد از حضور رونالدو             ,*قرارداد با شکرت خودر سازی جیپ قبل از حضور رونالدو 16 میلیون یورو/بعد از حضور رونالدو 50 میلیون یورو
4196,                 نماینده عراقی: آمریکا قصد حمله به الحشد الشعبی را دارد             ,نخست وزیر عراق در این تماس تلفنی از تصمیم های یکجانبه آمریکا انتقاد و تأکید کرد که این گونه اقدام ها، امنیت، حاکمیت و استقلال کشورش را به مخاطره می اندازد.
4197,                 انتقاد وزیر راه از تصادفات خونبار جاده‌ای/ امکان ردیابی مسیر حرکت اتوبوس ها از نوروز             ,گفتنی است پیش از اظهارات وزیر راه، عبدالهاشم حسن نیا معاون وزیر راه و شهرسازی و رئیس سازمان راهداری و حمل و نقل جاده ای وضعیت فعلی کشور را مانند دهه ۶۰ دانست و گفت: مانند همان سالها دشمن مشترک داریم و کشور برای پیشرفت و رفع تحریم ها نیاز به کار دارد.
4198,                 مراسم بزرگداشت ناصر حجازی (عکس)             ,گفتنی است پیش از اظهارات وزیر راه، عبدالهاشم حسن نیا معاون وزیر راه و شهرسازی و رئیس سازمان راهداری و حمل و نقل جاده ای وضعیت فعلی کشور را مانند دهه ۶۰ دانست و گفت: مانند همان سالها دشمن مشترک داریم و کشور برای پیشرفت و رفع تحریم ها نیاز به کار دارد.
4199,                 عضو کمیسیون امنیت ملی: ۲۸ بند از ۳۲ توصیه FATF را اجرا کرده ایم             ,وی با اشاره به مصوبه مجلس درباره CFT گفت:‌ الحاق به این کنوانسیون منوط به پذیرش شروط ایران است چون در غیر این صورت آن‌ها می‌خواهند هر اقدامی را تحت عنوان تروریسم و مصالح بین‌المللی به خطر بیندازند و به عبارت دیگر یعنی ما تسلیم آمریکا شده و حزب‌الله و سپاه، حماس و گروه‌های آزادی‌بخش و انقلابیون را تروریسم خوانده و آمریکا و داعش و اسرائیل غیرتروریسم هستند. هر جا کوتاه آمدیم آمریکا با سرعت بیشتری اقدامات سنگین‌تری علیه ایران انجام داده است.
4200,                 کنسرت موسیقی کلاسیک در مجلس سنای ایتالیا (فیلم)             ,وی با اشاره به مصوبه مجلس درباره CFT گفت:‌ الحاق به این کنوانسیون منوط به پذیرش شروط ایران است چون در غیر این صورت آن‌ها می‌خواهند هر اقدامی را تحت عنوان تروریسم و مصالح بین‌المللی به خطر بیندازند و به عبارت دیگر یعنی ما تسلیم آمریکا شده و حزب‌الله و سپاه، حماس و گروه‌های آزادی‌بخش و انقلابیون را تروریسم خوانده و آمریکا و داعش و اسرائیل غیرتروریسم هستند. هر جا کوتاه آمدیم آمریکا با سرعت بیشتری اقدامات سنگین‌تری علیه ایران انجام داده است.
4201,                 روستای خوش رکاب‌ها (فیلم)             ,وی با اشاره به مصوبه مجلس درباره CFT گفت:‌ الحاق به این کنوانسیون منوط به پذیرش شروط ایران است چون در غیر این صورت آن‌ها می‌خواهند هر اقدامی را تحت عنوان تروریسم و مصالح بین‌المللی به خطر بیندازند و به عبارت دیگر یعنی ما تسلیم آمریکا شده و حزب‌الله و سپاه، حماس و گروه‌های آزادی‌بخش و انقلابیون را تروریسم خوانده و آمریکا و داعش و اسرائیل غیرتروریسم هستند. هر جا کوتاه آمدیم آمریکا با سرعت بیشتری اقدامات سنگین‌تری علیه ایران انجام داده است.
4202,                 تغییر فامیلی و شرایط آن             ,وی اعلام کرد:‌ هر یک از اشخاص دارای نام خانوادگی قابل تغییر، در صورت تمایل می توانند با مراجعه به اداره ثبت احوال محل اقامت نسبت به درخواست تغییر نام خانوادگی خود اقدام کنند. اشخاص ۱۸ سال به بالا، اشخاص کمتر از ۱۸ سال که دارای حکم رشد باشند، پدر یا جد پدری با ارائه شناسنامه خود برای فرزندان کمتر از ۱۸ سال در صورتی که نام خانوادگی پدر تغییر کرده باشد و قیم یا وصی برای اطفال تحت سرپرستی خود با ارائه مدارک مستند که سمت او احراز شده باشد و برگشت به نام خانوادگی اولیه امکان پذیر نباشد، می توانند متقاضی درخواست نام خانوادگی جدید باشند.
4203,                 راهکار شهردار تهران برای رفع مشکل آلودگی هوا (فیلم)             ,وی اعلام کرد:‌ هر یک از اشخاص دارای نام خانوادگی قابل تغییر، در صورت تمایل می توانند با مراجعه به اداره ثبت احوال محل اقامت نسبت به درخواست تغییر نام خانوادگی خود اقدام کنند. اشخاص ۱۸ سال به بالا، اشخاص کمتر از ۱۸ سال که دارای حکم رشد باشند، پدر یا جد پدری با ارائه شناسنامه خود برای فرزندان کمتر از ۱۸ سال در صورتی که نام خانوادگی پدر تغییر کرده باشد و قیم یا وصی برای اطفال تحت سرپرستی خود با ارائه مدارک مستند که سمت او احراز شده باشد و برگشت به نام خانوادگی اولیه امکان پذیر نباشد، می توانند متقاضی درخواست نام خانوادگی جدید باشند.
4204,                 انتقال ۳ کیلومتری یک مسجد تاریخی روی چرخ‌‌ (فیلم)             ,وی اعلام کرد:‌ هر یک از اشخاص دارای نام خانوادگی قابل تغییر، در صورت تمایل می توانند با مراجعه به اداره ثبت احوال محل اقامت نسبت به درخواست تغییر نام خانوادگی خود اقدام کنند. اشخاص ۱۸ سال به بالا، اشخاص کمتر از ۱۸ سال که دارای حکم رشد باشند، پدر یا جد پدری با ارائه شناسنامه خود برای فرزندان کمتر از ۱۸ سال در صورتی که نام خانوادگی پدر تغییر کرده باشد و قیم یا وصی برای اطفال تحت سرپرستی خود با ارائه مدارک مستند که سمت او احراز شده باشد و برگشت به نام خانوادگی اولیه امکان پذیر نباشد، می توانند متقاضی درخواست نام خانوادگی جدید باشند.
4205,                 هر زندانی ۲۰ برابر یک دانش‌آموز هزینه دارد             ,در پایان این مراسم از فرهنگیان پژوهشگر تجلیل و نمایشگاه آثار پژوهشی آموزش و پرورش افتتاح شد.
4206,                 روزنامه‌های ورزشی 27 آذر/ استراماچونی: هنوز هم منتظرم!             ,در پایان این مراسم از فرهنگیان پژوهشگر تجلیل و نمایشگاه آثار پژوهشی آموزش و پرورش افتتاح شد.
4207,                 استخراج ژنوم کامل انسان از آدامس ۵۷۰۰ هزار ساله             ,گزارش کامل این تحقیقات در نشریه Nature Communications منتشر شده است.
4208,                 تعطیلی برج ایفل (فیلم)             ,گزارش کامل این تحقیقات در نشریه Nature Communications منتشر شده است.
4209,                  آیا سران کشور‌های عرب را در تخت جمشید با «کامیون» جابجا کردند (فیلم)             ,گزارش کامل این تحقیقات در نشریه Nature Communications منتشر شده است.
4210,                 عامل تیراندازی در افسریه تهران چه بود؟ (فیلم)             ,گزارش کامل این تحقیقات در نشریه Nature Communications منتشر شده است.
4211,                 کشف ۴۶ تن برنج قاچاق در هرمزگان             ,به گزارش اسیت پلیس، این مقام انتظامی ارزش ریالی محموله قاچاق کشف شده را بنا به نظر کارشناسان ۶ میلیارد و ۶۸۸ میلیون ریال دانست و اظهار کرد: در این رابطه پرونده قضایی تشکیل و متهمان جهت مراحل قانونی به مراجع قضایی معرفی شدند.
4212,                 نظر مهدی‌تاج درباره قرارداد ویلموتس (فیلم)             ,به گزارش اسیت پلیس، این مقام انتظامی ارزش ریالی محموله قاچاق کشف شده را بنا به نظر کارشناسان ۶ میلیارد و ۶۸۸ میلیون ریال دانست و اظهار کرد: در این رابطه پرونده قضایی تشکیل و متهمان جهت مراحل قانونی به مراجع قضایی معرفی شدند.
4213,                 اسکیت سواری جوان نابینا در ژاپن (فیلم)             ,به گزارش اسیت پلیس، این مقام انتظامی ارزش ریالی محموله قاچاق کشف شده را بنا به نظر کارشناسان ۶ میلیارد و ۶۸۸ میلیون ریال دانست و اظهار کرد: در این رابطه پرونده قضایی تشکیل و متهمان جهت مراحل قانونی به مراجع قضایی معرفی شدند.
